status_id,status_type,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys
265,photo,2017-05-30 01:21:00,290,12,0,275,13,1,1,0,0
266,photo,2017-05-21 23:05:00,67,6,3,66,0,1,0,0,0
267,photo,2017-05-21 05:53:00,783,11,0,752,30,1,0,0,0
268,photo,2017-05-14 03:14:00,77,2,0,76,1,0,0,0,0
269,video,2017-05-13 03:21:00,22,0,0,22,0,0,0,0,0
270,photo,2017-05-12 04:17:00,103,0,0,100,2,1,0,0,0
271,video,2017-05-11 03:55:00,32,0,2,32,0,0,0,0,0
272,photo,2017-05-10 22:46:00,239,5,2,229,8,0,0,2,0
273,photo,2017-05-10 02:48:00,111,6,0,110,1,0,0,0,0
274,video,2017-05-08 09:57:00,51,0,1,51,0,0,0,0,0
275,video,2017-05-08 09:42:00,34,4,0,34,0,0,0,0,0
276,link,2017-05-05 23:27:00,15,0,0,15,0,0,0,0,0
277,video,2017-05-05 05:12:00,75,0,5,75,0,0,0,0,0
278,photo,2017-05-04 08:07:00,177,2,0,173,2,2,0,0,0
279,photo,2017-05-04 00:29:00,520,8,0,505,13,2,0,0,0
280,photo,2017-05-02 10:11:00,134,2,0,132,2,0,0,0,0
281,photo,2017-05-02 08:50:00,228,1,1,220,7,1,0,0,0
282,video,2017-05-01 00:35:00,498,254,17,408,77,5,6,1,1
283,photo,2017-04-29 00:40:00,166,5,2,159,7,0,0,0,0
284,video,2017-04-27 03:14:00,272,265,20,228,44,0,0,0,0
285,photo,2017-04-27 02:23:00,127,7,1,125,2,0,0,0,0
286,photo,2017-04-26 08:35:00,30,0,0,29,0,1,0,0,0
287,link,2017-04-26 00:11:00,33,1,1,33,0,0,0,0,0
288,photo,2017-04-22 01:20:00,252,5,0,239,9,4,0,0,0
289,photo,2017-04-21 09:05:00,287,0,0,286,0,1,0,0,0
290,photo,2017-04-20 07:34:00,264,8,3,257,5,2,0,0,0
291,photo,2017-04-20 06:12:00,152,5,1,148,3,1,0,0,0
292,photo,2017-04-20 06:03:00,61,5,0,57,3,1,0,0,0
293,video,2017-04-20 05:58:00,172,7,7,163,6,2,1,0,0
294,video,2017-04-20 02:36:00,616,523,21,459,125,21,8,0,1
295,photo,2017-04-19 09:17:00,188,0,0,184,4,0,0,0,0
296,video,2017-04-19 08:02:00,593,309,23,484,99,1,4,4,1
297,photo,2017-04-18 01:33:00,189,2,0,182,5,2,0,0,0
298,photo,2017-04-17 01:41:00,178,5,0,175,3,0,0,0,0
299,photo,2017-04-14 09:19:00,318,7,0,313,4,1,0,0,0
300,photo,2017-04-12 22:27:00,362,9,0,352,7,3,0,0,0
301,photo,2017-04-12 00:17:00,48,6,0,48,0,0,0,0,0
302,photo,2017-04-12 00:15:00,248,1,0,244,3,1,0,0,0
303,photo,2017-04-11 05:11:00,520,2,0,509,11,0,0,0,0
304,photo,2017-04-11 01:51:00,97,8,2,94,3,0,0,0,0
305,photo,2017-04-09 03:51:00,400,16,0,392,6,2,0,0,0
306,photo,2017-04-08 11:38:00,218,0,0,212,6,0,0,0,0
307,photo,2017-04-08 09:51:00,77,13,4,77,0,0,0,0,0
308,photo,2017-04-08 01:09:00,204,4,0,198,3,3,0,0,0
309,photo,2017-04-07 00:08:00,405,6,0,399,6,0,0,0,0
310,photo,2017-04-06 08:24:00,210,0,0,204,6,0,0,0,0
311,photo,2017-04-05 22:52:00,214,1,0,208,5,1,0,0,0
312,photo,2017-04-05 06:51:00,374,4,0,360,7,7,0,0,0
313,photo,2017-04-05 06:44:00,457,3,0,444,10,3,0,0,0
314,photo,2017-04-05 06:01:00,215,0,0,205,8,2,0,0,0
315,video,2017-04-04 20:19:00,7,5,0,7,0,0,0,0,0
316,photo,2017-04-03 09:06:00,38,6,3,38,0,0,0,0,0
317,photo,2017-04-01 09:13:00,168,1,0,168,0,0,0,0,0
318,photo,2017-04-01 08:34:00,277,0,0,274,2,1,0,0,0
319,photo,2017-03-31 10:29:00,196,1,0,190,6,0,0,0,0
320,photo,2017-03-31 04:04:00,100,3,0,99,1,0,0,0,0
321,photo,2017-03-30 10:11:00,85,4,0,79,4,2,0,0,0
322,photo,2017-03-29 09:13:00,34,10,6,34,0,0,0,0,0
323,photo,2017-03-27 07:30:00,41,9,0,39,1,1,0,0,0
324,photo,2017-03-27 07:28:00,23,5,1,22,1,0,0,0,0
325,video,2017-03-26 00:47:00,217,24,5,206,10,1,0,0,0
326,photo,2017-03-25 01:22:00,161,9,2,158,3,0,0,0,0
327,photo,2017-03-24 23:03:00,279,0,0,276,3,0,0,0,0
328,photo,2017-03-23 08:13:00,97,9,3,95,2,0,0,0,0
329,photo,2017-03-22 21:06:00,489,3,0,480,6,3,0,0,0
330,photo,2017-03-22 04:00:00,245,4,0,242,3,0,0,0,0
331,photo,2017-03-21 08:48:00,270,5,0,268,2,0,0,0,0
332,photo,2017-03-21 05:14:00,166,11,1,165,1,0,0,0,0
333,video,2017-03-21 01:20:00,121,18,3,110,11,0,0,0,0
334,photo,2017-03-21 00:24:00,33,9,1,33,0,0,0,0,0
335,photo,2017-03-21 00:23:00,72,1,0,72,0,0,0,0,0
336,photo,2017-03-21 00:13:00,174,0,0,173,1,0,0,0,0
337,photo,2017-03-20 23:19:00,192,0,0,186,3,3,0,0,0
338,video,2017-03-20 22:50:00,286,61,5,250,30,5,1,0,0
339,photo,2017-03-20 21:46:00,231,0,0,230,0,1,0,0,0
340,photo,2017-03-20 21:46:00,138,1,0,135,2,1,0,0,0
341,photo,2017-03-20 04:56:00,104,6,1,102,2,0,0,0,0
342,photo,2017-03-20 04:43:00,91,10,4,90,0,1,0,0,0
343,photo,2017-03-19 21:39:00,682,22,0,657,12,13,0,0,0
344,video,2017-03-18 09:09:00,1379,769,69,1131,234,4,4,2,4
345,photo,2017-03-18 05:10:00,629,16,1,610,16,2,1,0,0
346,video,2017-03-15 05:51:00,58,4,3,58,0,0,0,0,0
347,photo,2017-03-14 09:10:00,272,9,0,268,2,2,0,0,0
348,photo,2017-03-14 00:42:00,213,2,2,207,6,0,0,0,0
349,photo,2017-03-13 00:46:00,225,2,0,220,5,0,0,0,0
350,photo,2017-03-12 23:45:00,463,48,2,450,8,4,1,0,0
351,photo,2017-03-12 02:52:00,285,7,0,276,8,1,0,0,0
352,photo,2017-03-12 01:41:00,526,18,0,512,12,2,0,0,0
353,photo,2017-03-11 23:26:00,418,4,0,406,9,3,0,0,0
354,photo,2017-03-11 08:04:00,515,10,0,505,9,0,1,0,0
355,photo,2017-03-11 08:02:00,377,5,0,365,10,2,0,0,0
356,photo,2017-03-11 03:13:00,1186,37,1,1161,19,6,0,0,0
357,video,2017-03-09 22:56:00,591,560,49,498,84,3,4,1,1
358,photo,2017-03-05 10:03:00,424,8,1,411,13,0,0,0,0
359,photo,2017-03-04 12:13:00,119,16,0,105,0,0,0,8,6
360,photo,2017-03-04 09:33:00,67,9,0,66,1,0,0,0,0
361,photo,2017-03-04 09:22:00,439,10,3,424,15,0,0,0,0
362,status,2017-03-04 09:22:00,1043,117,24,984,58,1,0,0,0
363,photo,2017-03-04 09:17:00,690,10,0,667,21,2,0,0,0
364,status,2017-03-02 00:52:00,84,7,1,84,0,0,0,0,0
365,photo,2017-03-01 01:27:00,491,16,0,478,11,2,0,0,0
366,photo,2017-02-28 02:45:00,63,1,0,61,0,2,0,0,0
367,link,2017-02-27 10:53:00,46,3,1,46,0,0,0,0,0
368,photo,2017-02-24 09:12:00,320,17,0,309,9,1,1,0,0
369,video,2017-02-22 02:51:00,51,8,6,51,0,0,0,0,0
370,photo,2017-02-20 01:13:00,85,9,2,83,2,0,0,0,0
371,photo,2017-02-20 01:02:00,99,13,0,98,1,0,0,0,0
372,photo,2017-02-17 22:28:00,213,13,1,212,1,0,0,0,0
373,photo,2017-02-16 05:37:00,156,12,0,154,2,0,0,0,0
374,video,2017-02-15 09:11:00,204,128,4,184,17,0,2,1,0
375,photo,2017-02-15 03:08:00,246,8,0,241,3,2,0,0,0
376,photo,2017-02-14 07:41:00,225,2,0,219,6,0,0,0,0
377,video,2017-02-14 04:01:00,256,427,30,191,62,1,2,0,0
378,photo,2017-02-14 00:17:00,146,1,0,142,2,2,0,0,0
379,photo,2017-02-13 01:54:00,212,0,1,206,5,0,1,0,0
380,photo,2017-02-12 01:05:00,229,3,0,225,4,0,0,0,0
381,photo,2017-02-11 04:26:00,66,2,0,64,1,1,0,0,0
382,photo,2017-02-11 04:22:00,158,0,0,157,1,0,0,0,0
383,photo,2017-02-10 23:58:00,301,7,0,288,6,6,0,1,0
384,video,2017-02-10 22:58:00,88,1,0,87,1,0,0,0,0
385,video,2017-02-10 22:43:00,148,54,2,126,18,4,0,0,0
386,photo,2017-02-09 23:35:00,398,11,0,390,4,4,0,0,0
387,photo,2017-02-09 03:00:00,89,4,0,86,3,0,0,0,0
388,photo,2017-02-09 03:00:00,151,0,0,146,3,2,0,0,0
